"pid","object_id","label","provenance_date","provenance_location","provenance_text","order","collection"
"6656","9646","Two Studies of an Ostrich","2003","United States, Cambridge, MA","Sale to Harvard University Art Museums",,"provenance"
"6681","9648","Studies of Peasants from Life",,"England, Chatsworth","Dukes of Devonshire",,"provenance"
"6682","9649","View of the Septizonium Severi, Rome, and the Entry to S. Gregorio Magno",,"England, Chatsworth","Dukes of Devonshire",,"provenance"
"6683","9650","The Forum Boarium and S. Maria in Cosmedin, Rome",,"England, Chatsworth","Dukes of Devonshire",,"provenance"
"6684","9651","Rome: Temple of Fortuna Virilis and the House of Crescentius",,"England, Chatsworth","Dukes of Devonshire",,"provenance"
"6685","9652","Rome: Trajan's Forum and Column, with S. Maria di Loreto viewed from the East",,"England, Chatsworth","Dukes of Devonshire",,"provenance"
"6686","9653","Rome: View of the Forum, with Columns of the Temple of Castor and Pollux",,"England, Chatsworth","Dukes of Devonshire",,"provenance"
"6687","9654","Ruins of the Ancient Forum of Nerva, Rome (""The Forum Transiterius""), in the distance the Campanile of SS. Quirico and Giuletta",,"England, Chatsworth","Dukes of Devonshire",,"provenance"
"6688","9655","The Arch of Septimius Severus, Rome",,,"(Probably) William, 2nd Duke of Devonshire",,"provenance"
"6689","9656","View of the Ripa Grande, Rome",,"England, Chatsworth","Dukes of Devonshire",,"provenance"
"6690","9657","Peasants Loading a One-horse Cart with Root Vegetables","Mid 19th century","Switzerland, Geneva","Jules Dupan (Lugt 1440)",,"provenance"
"6691","9657","Peasants Loading a One-horse Cart with Root Vegetables","Mar 1840",,"Mrs. Roose Grange Mill",,"provenance"
"6692","9657","Peasants Loading a One-horse Cart with Root Vegetables","1896","England, Devonshire","Spencer Compton, 8th Duke of Devonshire",,"provenance"
"6696","9659","A View of Spa","1979","United States, Cleveland, OH","Acquried by Cleveland Museum of Art with Andrew R. and Martha Holden Jennings Fund",,"provenance"
"6697","9660","Landscape with Travelers (Cleveland)","1960","United States, Cleveland, OH","Acquired by Cleveland Museum of Art with Delia E. Holden Fund, 1960.27",,"provenance"
"6702","9665","Village Street (Darmstadt)",,,"Mariette (Lugt 1852)",,"provenance"
"6703","9665","Village Street (Darmstadt)",,,"Lagoy (Lugt 1710)",,"provenance"
"6704","9665","Village Street (Darmstadt)","1812",,"E. J. v. Dalberg",,"provenance"
"6708","9669","Pig Market","19th century","Germany, Dresden","Collection of Friedrich August II",,"provenance"
"6709","9670","Fortification and Towers at a Harbor","1892","Germany, Hohenzollern-Hechingen","Sammlung Hohenzollern-Hechingen (lugt 1616/1617 verso)",,"provenance"
"6713","9674","Mountain Landscape: Road with Figures, Pilgrim With Dog","1892","Germany, Hohenzollern-Hechingen","Hohenzollern-Hechingen Collection",,"provenance"
"6714","9675","Village Street with Wagons","19th century","Scotland, Edinburgh","David Laing",,"provenance"
"6715","9675","Village Street with Wagons","1910","Scotland, Edinburgh","Royal Scottish Academy",,"provenance"
"6716","9675","Village Street with Wagons","1910","Scotland, Edinburgh","Transferred to National Gallery of Scotland",,"provenance"
"6717","9676","Landscape with Two Peasants and Cattle","19th century","Scotland, Edinburgh","David Laing",,"provenance"
"6718","9676","Landscape with Two Peasants and Cattle","1910","Scotland, Edinburgh","Royal Scottish Academy",,"provenance"
"6719","9676","Landscape with Two Peasants and Cattle","1910","Scotland, Edinburgh","Transferred to National Gallery of Scotland",,"provenance"
"6723","9677","People in a Sailing Boat","ca. 17th century-ca. 18th century","England, London","Jonathan Richardson (Lugt 2814)",,"provenance"
"6724","9677","People in a Sailing Boat",,,"Sir John Barnham",,"provenance"
"6725","9677","People in a Sailing Boat","19th century","Scotland, Edinburgh","David Laing",,"provenance"
"6726","9677","People in a Sailing Boat",,"Scotland, Edinburgh","Royal Scottish Academy",,"provenance"
"6727","9677","People in a Sailing Boat","1910","Scotland, Edinburgh","Transferred to National Gallery of Scotland",,"provenance"
"6728","9678","View of the Right Bank of the Tiber, with S. Giovanni dei Fiorentini on the Right","19th century","Scotland, Edinburgh","David Laing",,"provenance"
"6729","9678","View of the Right Bank of the Tiber, with S. Giovanni dei Fiorentini on the Right",,"Scotland, Edinburgh","Royal Scottish Academy",,"provenance"
"6730","9678","View of the Right Bank of the Tiber, with S. Giovanni dei Fiorentini on the Right","1910","Scotland, Edinburgh","Transferred to National Gallery of Scotland",,"provenance"
"6731","9679","A Village by a River","19th century","Scotland, Edinburgh","David Laing",,"provenance"
"6732","9679","A Village by a River",,"Scotland, Edinburgh","Royal Scottish Academy",,"provenance"
"6733","9679","A Village by a River","1910","Scotland, Edinburgh","Transferred to National Gallery of Scotland",,"provenance"
"6735","9681","Two Groups of Men in Hats","ca. 1793","Italy, Florence","Inventory of Uffizi as ""Brughel giovane""",,"provenance"
"6738","9684","Farmers and Soldiers on the Road","ca. 1793",,"Inventory of Uffizi as ""Vanclef, Martino""",,"provenance"
"6741","9687","Landscape with Covered Wagon and View of Antwerp","1939","Germany, Frankfurt","Graphische Sammlung im Städelschen Kunstinstitut",,"provenance"
"6750","9691","Skaters on a Frozen Canal","18th century-19th century","England, London","Thomas Dimsdale (Lugt 2426)",,"provenance"
"6751","9691","Skaters on a Frozen Canal","1834","England, London","William Esdaile (Lugt 2617",,"provenance"
"6752","9692","Wagons on Road","1863",,"Bequeathed by E. Harzen to Kupferstichkabinett",,"provenance"
"7323","9693","Peasants on the Move","Mar 17 1959","Netherlands, Amsterdam","Sale of Dr. Max J. Friedländer and others (Steengracht-Schimmelpenninck van der Oye van Duivenvoorde), Lot #208, afb.PIXVI (as D.Vinckeboons)",,"provenance"
"7324","9693","Peasants on the Move","Apr 17 1959","Netherlands, Amsterdam","Bought by Paul Brandt",,"provenance"
"6753","9694","Ruins on the Way to Tivoli (recto); Waterfall in Tivoli (verso)",,,"Collection of Landgrave (as ""Vanvitelli?"")",,"provenance"
"6754","9695","Waterfalls in Tivoli (recto and verso)",,,"Collection of Landgrave (as ""Vanvitelli?"")",,"provenance"
"6755","9696","Waterfall in Tivoli (Cascata della Stipa?; recto); Sketch of a Southern Landscape with Buildings on a Road in Tivoli (verso)",,,"Collection of Landgrave (as ""Vanvitelli?"")",,"provenance"
"6759","9698","Visitors to the Fountain of Sauvenières at Spa",,"England","Private Collection",,"provenance"
"6760","9698","Visitors to the Fountain of Sauvenières at Spa","Until 1931","Netherlands, Groningen","C. Hofstede de Groot",,"provenance"
"6761","9698","Visitors to the Fountain of Sauvenières at Spa","Nov 4 1931","Germany, Leipzig","Sale of de Groot, Boerner (dealer)",,"provenance"
"6762","9698","Visitors to the Fountain of Sauvenières at Spa",,"Netherlands, Amsterdam","Sold for DM.80 to Dr. A. Welcker",,"provenance"
"6763","9698","Visitors to the Fountain of Sauvenières at Spa","1957","Netherlands, Leiden","Bought by Print Room with the collection of Dr. A. Welcker",,"provenance"
"6764","9699","View of a Village",,"France, Paris","Pierre Crozat",,"provenance"
"6765","9699","View of a Village","Until 1929","England, London","W. Bateson",,"provenance"
"6766","9699","View of a Village","Apr 23 1929-Apr 24 1929",,"Sale of Bateson, Sotheby's, Lot #203 (as ""Pieter Bruegel the Elder"")",,"provenance"
"6767","9699","View of a Village",,"Netherlands, Amsterdam","Mr. N. Beets",,"provenance"
"6768","9699","View of a Village","Apr 9 1940-Apr 11 1940","Netherlands, Amsterdam","Sale of Mr. Beets, Muller, Lot #19 (as ""School of J. Breughel"")",,"provenance"
"6769","9699","View of a Village","Nov 21 1950-Nov 24 1950","Netherlands, Amsterdam","Sale, Mensing, Lot #847 (as ""School of J. Breughel"")",,"provenance"
"6770","9699","View of a Village","19th century-20th century","Netherlands, Amsterdam","Bought by Dr. A. Welcker (for f. 40)",,"provenance"
"6771","9699","View of a Village","1957","Netherlands, Leiden","Bought by Print Room with the collection of Dr. A. Welcker",,"provenance"
"6772","9700","View of the Harbor of Naples with Castel Nuovo",,,"A. Weber",,"provenance"
"6773","9700","View of the Harbor of Naples with Castel Nuovo","Jun 25 1918-Jun 27 1918","Netherlands, The Hague","Sale, Van Stockum, Lot #1175",,"provenance"
"6774","9700","View of the Harbor of Naples with Castel Nuovo","19th century-20th century","Netherlands, Amsterdam","Reinier Willem Petrus De Vries",,"provenance"
"6775","9700","View of the Harbor of Naples with Castel Nuovo","Dec 6 1930-Dec 8 1930","Netherlands, Amsterdam","His sale, Lot #58",,"provenance"
"6776","9700","View of the Harbor of Naples with Castel Nuovo","Dec 1930","Netherlands, Amsterdam","Bought by Dr. A. Welcker (for f.15)",,"provenance"
"6777","9700","View of the Harbor of Naples with Castel Nuovo","1957","Netherlands, Leiden","Bought by Print Room with the collection of Dr. A. Welcker",,"provenance"
"6778","9701","View of the Interior of the Colosseum in Rome",,,"L. van Geuns",,"provenance"
"6779","9701","View of the Interior of the Colosseum in Rome","19th century-20th century","Netherlands, Amsterdam","Reinier Willem Petrus De Vries",,"provenance"
"6780","9701","View of the Interior of the Colosseum in Rome","Dec 6 1930-Dec 8 1940","Netherlands, Amsterdam","His sale, Lot #64 (as ""J. Brueghel"")",,"provenance"
"6781","9701","View of the Interior of the Colosseum in Rome","20th century","Netherlands, Amsterdam","Bought by Dr. A. Welcker",,"provenance"
"6782","9701","View of the Interior of the Colosseum in Rome","1957","Netherlands, Leiden","Bought by Print Room with the collection of Dr. A. Welcker",,"provenance"
"6784","9703","Plowman, Two Horses, Woman, and Child","18th century-19th century","France","Beurnonville",,"provenance"
"6785","9703","Plowman, Two Horses, Woman, and Child",,,"Sale of Beurnonville",,"provenance"
"6786","9703","Plowman, Two Horses, Woman, and Child",,"France, Lille","Bought by the City of Lille",,"provenance"
"6823","9708","Study of a Tree Trunk and Foliage (recto); Studies of Foliage with Fruits and Berries (verso)","1874",,"Purchased from Charles Francis Arnold Howard, 5th Earl of Wickow",,"provenance"
"6856","9710","Imaginary Scene","1801","England, London","William Esdaile (Lugt 2617)",,"provenance"
"6857","9710","Imaginary Scene",,,"Thomas Fitzroy Fenwick",,"provenance"
"6858","9710","Imaginary Scene","18th century-19th century","England, London","Sir Thomas Lawrence",,"provenance"
"6859","9710","Imaginary Scene",,,"Sir Thomas Phillipps",,"provenance"
"6860","9710","Imaginary Scene","19th century","England, London","Samuel Woodburn",,"provenance"
"6861","9710","Imaginary Scene","1860",,"His sale, Christie's, Lot #93 (as ""Brueghel - Landscapes, with market carts &c. - tinted,"" 3 in the lot, b)",,"provenance"
"6862","9710","Imaginary Scene","Until 1946","England, London","Count Antoine Seilern",,"provenance"
"6863","9710","Imaginary Scene","1946","England, London","Donated by Count Antoine Seilern to British Museum",,"provenance"
"6864","9711","Landscape with Wagons on a Road",,,"Rt Hon Henry Hobhouse",,"provenance"
"6865","9711","Landscape with Wagons on a Road","1935",,"Purchased from Colnaghi",,"provenance"
"6866","9712","Landscape with Sportsmen","1753","England, London","Bequeathed by Sir Hans Sloane",,"provenance"
"6867","9713","Woodland Scene with Bears","1872","England, Norwich","Purchased from Edward Daniell",,"provenance"
"6868","9714","Skating Scene",,,"Sir John Charles Robinson (Lugt 1433)",,"provenance"
"6869","9714","Skating Scene","1910","England, London","George Salting",,"provenance"
"6870","9714","Skating Scene","1910","England, London","Bequeathed by George Salting to British Museum",,"provenance"
"6871","9715","Fantastic Landscape with Figures","1952","England, London","Bequeathed by Sir Robert Clermont Witt",,"provenance"
"6872","9716","Peasants with Cattle and Wagons on a Road","1952","England, London","Bequeathed by Sir Robert Clermont Witt",,"provenance"
"6873","9717","View of the Temple of Minerva Medica, Rome","1952","England, London","Bequeathed by Sir Robert Clermont Witt",,"provenance"
"6874","9718","Village Scene (London)","1952","England, London","Bequeathed by Sir Robert Clermont Witt",,"provenance"
"6875","9719","Hill Landscape","1952","England, London","Bequeathed by Sir Robert Clermont Witt",,"provenance"
"6876","9720","Watermill in a Wooded Landscape","18th century-19th century","France, Paris","A. P. F. Robert-Dumesnil (Lugt 2200)",,"provenance"
"6877","9720","Watermill in a Wooded Landscape","18th century-19th century","England, London","Rev. Alexander Dyce",,"provenance"
"6878","9720","Watermill in a Wooded Landscape","1869","England, London","Bequeathed by him to Victoria and Albert Museum (L. Suppl. 153b)",,"provenance"
"6879","9721","Wagon and Cart in a Roadway on the Border of a Wood","1869","England, London","Bequeathed by Rev. Alexander Dyce",,"provenance"
"6880","9722","A River Landscape","Oct 1759",,"Sale of Abraham van Broyel, Lot #F311 (as ""Jan Brueghel (Fluwelen)"")",,"provenance"
"6881","9722","A River Landscape","18th century","Netherlands, Amsterdam","Bought by Pieter Yver (fl.29.10 with F312)",,"provenance"
"6882","9722","A River Landscape","ca. 1810","England, London","First recorded in Royal Collection Inventory of 1810 (Inv. A, p. 119: ""Dutch Landscapes. 38. Chiefly consisting of neat views of Holland the Masters name mark'd are Verstien, Schoot, and W. Troost. 13. One of the Port of Amsterdam, The last a Sea Fight"")",,"provenance"
"6883","9723","A Village Street","Oct 1759",,"Sale of Abraham van Broyel, Lot #F312 (as ""Jan Brueghel (Fluwelen)"")",,"provenance"
"6884","9723","A Village Street","18th century","Netherlands, Amsterdam","Bought by Pieter Yver (fl.29.10 with F311)",,"provenance"
"6885","9723","A Village Street","ca. 1810","England, London","First recorded in Royal Collection Inventory of 1810 (Inv. A, p. 119: ""Dutch Landscapes. 38. Chiefly consisting of neat views of Holland the Masters name mark'd are Verstien, Schoot, and W. Troost. 13. One of the Port of Amsterdam, The last a Sea Fight"")",,"provenance"
"6886","9724","Sheet of Figure Studies","ca. 1810","England, London","First recorded in Royal Collection Inventory of 1810 (either W&C 331 or 333 may be identified with Inv. A. p. 126: ""A Drawing with a pen by Breughel"")",,"provenance"
"6887","9725","Mountainous River Landscape","ca. 1810","England, London","First recorded in Royal Collection Inventory of 1810 (Inv. A, p. 116: among ""Paesi di Maestri Bolognese"" Which included ""two old Flemish and German ones"")",,"provenance"
"6888","9726","Landscape with Cattle","1930",,"Gift of A.E. Anderson",,"provenance"
"6889","9727","Trees, Birds, Fruits, and Flowers","1829",,"Gift of Collection Xavier Atger, Inv. #MA 487",,"provenance"
